Posting Date,Entry Type,Document Type,Order No.,Document No.,Item No.,Description,UoM,Lot No.,Expiration Date,Location Code,Quantity,Invoiced Quantity,Remaining Quantity,Sales Amount (Actual),Unit Cost,Cost Amount (Actual),Cost Amount (Non-Invtbl.),Open,Order Type,Entry No.
3/26/2021,Purchase,Purchase Receipt,,G04343,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109005,2/28/2023,NPW,1281,1281,0,0," 3,168.17 "," 4,058,432.00 ",0,FALSE,,229860
3/26/2021,Purchase,Purchase Receipt,,G04343,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109004,2/28/2023,NPW,1275,1275,0,0," 3,280.00 "," 4,182,000.00 ",0,FALSE,,229859
3/26/2021,Purchase,Purchase Receipt,,G04343,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109003,2/28/2023,NPW,1274,1274,0,0," 3,168.18 "," 4,036,256.00 ",0,FALSE,,229858
3/26/2021,Purchase,Purchase Receipt,,G04343,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109002,2/28/2023,NPW,1275,1275,0,0," 3,168.18 "," 4,039,424.00 ",0,FALSE,,229857
3/26/2021,Purchase,Purchase Receipt,,G04343,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109001,2/28/2023,NPW,1272,1272,0,0," 3,168.18 "," 4,029,920.00 ",0,FALSE,,229856
3/24/2021,Purchase,Purchase Receipt,,G04325,CC001500,"Rabies vaccine course, (1x 5, 0.5ml/dose",EACH,202004150,3/31/2023,NPW,85,85,0,0," 18,080.40 "," 1,536,834.00 ",0,FALSE,,228989
3/11/2021,Purchase,Purchase Receipt,,G04321,FF009600,Disposable Surgical face mask with tie on,EACH,20210112,2/28/2023,NPW,284425,284425,0,0, 365.00 ," 103,815,125.00 ",0,FALSE,,228273
3/11/2021,Purchase,Purchase Receipt,,G04320,FF009600,Disposable Surgical face mask with tie on,EACH,20210112,2/28/2023,NPW,1216000,1216000,0,0, 365.00 ," 443,840,000.00 ",0,FALSE,,228270
3/22/2021,Purchase,Purchase Receipt,,G04308,EE052980,"Hand Sanitiser, 70% to 95% Alcohol by Volume,100ml",EACH,0490411,2/28/2023,NPW,2287,2287,0,0, 299.00 ," 683,813.00 ",0,FALSE,,227273
3/22/2021,Purchase,Purchase Receipt,,G04308,EE052980,"Hand Sanitiser, 70% to 95% Alcohol by Volume,100ml",EACH,0490401,2/28/2023,NPW,3000,3000,0,0, 299.00 ," 897,000.00 ",0,FALSE,,227272
3/22/2021,Purchase,Purchase Receipt,,G04308,EE052980,"Hand Sanitiser, 70% to 95% Alcohol by Volume,100ml",EACH,0490391,2/28/2023,NPW,3068,3068,0,0, 299.00 ," 917,332.00 ",0,FALSE,,227271
3/22/2021,Purchase,Purchase Receipt,,G04308,EE052980,"Hand Sanitiser, 70% to 95% Alcohol by Volume,100ml",EACH,0490381,2/28/2023,NPW,3024,3024,0,0, 299.00 ," 904,176.00 ",0,FALSE,,227270
3/22/2021,Purchase,Purchase Receipt,,G04308,EE052980,"Hand Sanitiser, 70% to 95% Alcohol by Volume,100ml",EACH,0490371,2/28/2023,NPW,3159,3159,0,0, 299.00 ," 944,541.00 ",0,FALSE,,227269
3/22/2021,Purchase,Purchase Receipt,,G04307,AA064500,"Vitamin B complex strong tablet,1000",1000,0950110,11/30/2023,NPW,3040,3040,0,0," 1,982.55 "," 6,026,955.00 ",0,FALSE,,227268
3/22/2021,Purchase,Purchase Receipt,,G04307,AA064500,"Vitamin B complex strong tablet,1000",1000,0950100,11/30/2023,NPW,2366,2366,0,0," 1,982.50 "," 4,690,595.00 ",0,FALSE,,227267
3/22/2021,Purchase,Purchase Receipt,,G04307,AA064500,"Vitamin B complex strong tablet,1000",1000,0950090,11/30/2023,NPW,2821,2821,0,0," 1,982.55 "," 5,592,787.50 ",0,FALSE,,227266
3/22/2021,Purchase,Purchase Receipt,,G04307,AA044100,"Metronidazole,200mg,tablet,1000",1000,0270021,1/31/2026,NPW,1473,1473,0,0," 5,075.20 "," 7,475,769.60 ",0,FALSE,,227265
3/22/2021,Purchase,Purchase Receipt,,G04307,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380061,1/31/2024,NPW,590,590,0,0," 15,067.00 "," 8,889,530.00 ",0,FALSE,,227264
3/22/2021,Purchase,Purchase Receipt,,G04307,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380051,1/31/2024,NPW,567,567,0,0," 15,067.00 "," 8,542,989.00 ",0,FALSE,,227263
3/22/2021,Purchase,Purchase Receipt,,G04307,AA015600,"Ciprofloxacin,250mg,tablet,100",100,1020160,11/30/2023,NPW,5721,5721,0,0," 1,506.73 "," 8,619,984.60 ",0,FALSE,,227262
3/22/2021,Purchase,Purchase Receipt,,G04307,AA015600,"Ciprofloxacin,250mg,tablet,100",100,1020140,10/31/2023,NPW,921,921,0,0," 1,506.87 "," 1,387,824.60 ",0,FALSE,,227261
3/22/2021,Purchase,Purchase Receipt,,G04306,AA049500,"Paracetamol,500mg,tablet,1000",1000,0280581,1/31/2026,NPW,822,822,0,0," 5,313.10 "," 4,367,368.20 ",0,FALSE,,227260
3/22/2021,Purchase,Purchase Receipt,,G04306,AA049500,"Paracetamol,500mg,tablet,1000",1000,0280761,2/28/2026,NPW,834,834,0,0," 5,313.10 "," 4,431,125.40 ",0,FALSE,,227259
3/22/2021,Purchase,Purchase Receipt,,G04306,AA049500,"Paracetamol,500mg,tablet,1000",1000,0280591,1/31/2026,NPW,844,844,0,0," 5,313.10 "," 4,484,256.40 ",0,FALSE,,227258
3/22/2021,Purchase,Purchase Receipt,,G04306,AA049500,"Paracetamol,500mg,tablet,1000",1000,0280601,1/31/2026,NPW,861,861,0,0," 5,313.10 "," 4,574,579.10 ",0,FALSE,,227257
3/22/2021,Purchase,Purchase Receipt,,G04306,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410241,2/29/2024,NPW,986,986,0,0," 16,137.55 "," 15,911,624.30 ",0,FALSE,,227256
3/22/2021,Purchase,Purchase Receipt,,G04306,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410221,2/29/2024,NPW,995,995,0,0," 16,137.55 "," 16,056,862.25 ",0,FALSE,,227255
3/22/2021,Purchase,Purchase Receipt,,G04306,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410211,1/31/2024,NPW,1003,1003,0,0," 16,137.55 "," 16,185,962.65 ",0,FALSE,,227254
3/22/2021,Purchase,Purchase Receipt,,G04306,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410191,1/31/2024,NPW,995,995,0,0," 16,137.55 "," 16,056,862.25 ",0,FALSE,,227253
3/19/2021,Purchase,Purchase Receipt,,G04305,BB022200,"Dextrose (glucose),5%,500ml,Each",EACH,2203553,8/31/2023,NPW,5488,5488,0,0, 888.29 ," 4,874,953.42 ",0,FALSE,,227076
3/19/2021,Purchase,Purchase Receipt,,G04305,BB022200,"Dextrose (glucose),5%,500ml,Each",EACH,2203552,8/31/2023,NPW,6454,6454,0,0, 888.29 ," 5,733,044.72 ",0,FALSE,,227075
3/19/2021,Purchase,Purchase Receipt,,G04305,BB022200,"Dextrose (glucose),5%,500ml,Each",EACH,2202482,6/30/2023,NPW,120,120,0,0, 888.29 ," 106,595.19 ",0,FALSE,,227074
3/19/2021,Purchase,Purchase Receipt,,G04304,BB054900,"Metronidazole,5mg/ml,100ml,Each",EACH,2204354,10/31/2023,NPW,57590,57590,0,0, 229.97 ," 13,243,972.30 ",0,FALSE,,227073
3/19/2021,Purchase,Purchase Receipt,,G04304,BB054900,"Metronidazole,5mg/ml,100ml,Each",EACH,2204341,10/31/2023,NPW,2810,2810,0,0, 229.97 ," 646,215.70 ",0,FALSE,,227072
3/1/2021,Purchase,Purchase Receipt,,G04303,HH077700,"Glove disposable powdered latex ,medium,100",100,112020,11/30/2025,NPW,18900,18900,0,0," 6,500.00 "," 122,850,000.00 ",0,FALSE,,227071
3/11/2021,Purchase,Purchase Receipt,,G04294,AA024300,Etoposide 50mg Capsule,100,C1062001A,4/30/2022,NPW,15,15,0,0," 42,239.40 "," 633,591.00 ",0,FALSE,,225227
3/11/2021,Purchase,Purchase Receipt,,G04280,BB018000,"Cytarabine,100mg,PFR,Each",EACH,3102003A,11/30/2022,NPW,550,550,0,0," 4,904.20 "," 2,697,310.00 ",0,FALSE,,224297
1/21/2021,Purchase,Purchase Receipt,,G04279,BB018000,"Cytarabine,100mg,PFR,Each",EACH,3102003A,11/30/2022,NPW,100,100,0,0," 4,836.00 "," 483,600.00 ",0,FALSE,,224295
3/11/2021,Purchase,Purchase Receipt,,G04278,MM202200,"Sd Check Glucostics,50",50,S0420014,11/30/2022,NPW,768,768,0,0," 7,400.00 "," 5,683,200.00 ",0,FALSE,,224285
3/11/2021,Purchase,Purchase Receipt,,G04278,MM202200,"Sd Check Glucostics,50",50,S0420013,10/31/2022,NPW,8440,8440,0,0," 7,400.00 "," 62,456,000.00 ",0,FALSE,,224284
3/11/2021,Purchase,Purchase Receipt,,G04278,MM202200,"Sd Check Glucostics,50",50,S0420012,10/31/2022,NPW,4020,4020,0,0," 7,400.00 "," 29,748,000.00 ",0,FALSE,,224283
3/11/2021,Purchase,Purchase Receipt,,G04278,MM202200,"Sd Check Glucostics,50",50,S0420011,9/30/2022,NPW,7772,7772,0,0," 7,400.00 "," 57,512,800.00 ",0,FALSE,,224282
2/25/2021,Purchase,Purchase Receipt,,G04272,EE047100,"Sunscreen Lotion,SPF 30,125ml,Each",EACH,LUVB010,6/30/2023,NPW,2441,2441,0,0," 2,840.40 "," 6,933,416.40 ",0,FALSE,,224007
2/2/2021,Purchase,Purchase Receipt,,G04271,FF009600,Disposable Surgical face mask with tie on,EACH,2020071301,6/30/2022,NPW,18000,18000,0,0, 365.00 ," 6,570,000.00 ",0,FALSE,,223982
3/12/2021,Purchase,Purchase Receipt,,G04261,HH149400,"Syringe, autodestruct, 2ml, disposable",EACH,20200612,6/30/2025,NPW,500400,500400,0,0, 104.87 ," 52,476,572.00 ",0,FALSE,,222889
3/12/2021,Purchase,Purchase Receipt,,G04260,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,1500171,1/31/2024,NPW,9970,9970,0,0, 634.40 ," 6,324,968.00 ",0,FALSE,,222888
3/11/2021,Purchase,Purchase Receipt,,G04259,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410201,1/31/2024,NPW,999,999,0,0," 16,137.55 "," 16,121,412.45 ",0,FALSE,,222887
3/11/2021,Purchase,Purchase Receipt,,G04259,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410181,1/31/2024,NPW,993,993,0,0," 16,137.55 "," 16,024,587.15 ",0,FALSE,,222886
3/11/2021,Purchase,Purchase Receipt,,G04259,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410171,1/31/2024,NPW,990,990,0,0," 16,137.55 "," 15,976,174.50 ",0,FALSE,,222885
3/11/2021,Purchase,Purchase Receipt,,G04259,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410161,1/31/2024,NPW,1002,1002,0,0," 16,137.55 "," 16,169,825.10 ",0,FALSE,,222884
3/12/2021,Purchase,Purchase Receipt,,G04258,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270041,1/31/2024,NPW,4981,4981,0,0, 832.65 ," 4,147,429.65 ",0,FALSE,,222883
3/12/2021,Purchase,Purchase Receipt,,G04258,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270031,1/31/2024,NPW,4974,4974,0,0, 832.65 ," 4,141,601.10 ",0,FALSE,,222882
3/12/2021,Purchase,Purchase Receipt,,G04258,AA022500,"Doxycycline,100mg,tablet,1000",1000,0380041,1/31/2024,NPW,600,600,0,0," 15,067.00 "," 9,040,200.00 ",0,FALSE,,222881
3/12/2021,Purchase,Purchase Receipt,,G04258,AA007820,"Atenolol, 100mg tablet",1000,1430010,11/30/2023,NPW,347,347,0,0," 7,930.00 "," 2,751,710.00 ",0,FALSE,,222880
3/12/2021,Purchase,Purchase Receipt,,G04258,AA007820,"Atenolol, 100mg tablet",1000,1430020,11/30/2023,NPW,352,352,0,0," 7,930.00 "," 2,791,360.00 ",0,FALSE,,222879
3/12/2021,Purchase,Purchase Receipt,,G04258,AA007820,"Atenolol, 100mg tablet",1000,1430030,11/30/2023,NPW,350,350,0,0," 7,930.00 "," 2,775,500.00 ",0,FALSE,,222878
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920061,12/31/2023,NPW,316,316,0,0," 13,481.00 "," 4,259,996.00 ",0,FALSE,,222877
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920051,12/31/2023,NPW,389,389,0,0," 13,481.00 "," 5,244,109.00 ",0,FALSE,,222876
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920011,12/31/2023,NPW,320,320,0,0," 13,481.00 "," 4,313,920.00 ",0,FALSE,,222875
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920041,12/31/2023,NPW,468,468,0,0," 13,481.00 "," 6,309,108.00 ",0,FALSE,,222874
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920031,12/31/2023,NPW,472,472,0,0," 13,481.00 "," 6,363,032.00 ",0,FALSE,,222873
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920021,12/31/2023,NPW,235,235,0,0," 13,481.00 "," 3,168,035.00 ",0,FALSE,,222872
3/12/2021,Purchase,Purchase Receipt,,G04257,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,0920200,11/30/2023,NPW,3,3,0,0," 13,481.00 "," 40,443.00 ",0,FALSE,,222871
3/12/2021,Purchase,Purchase Receipt,,G04257,AA044100,"Metronidazole,200mg,tablet,1000",1000,0270011,1/31/2026,NPW,1443,1443,0,0," 5,075.20 "," 7,323,513.60 ",0,FALSE,,222870
3/12/2021,Purchase,Purchase Receipt,,G04257,AA015600,"Ciprofloxacin,250mg,tablet,100",100,1020150,10/31/2023,NPW,5505,5505,0,0," 1,506.70 "," 8,294,383.50 ",0,FALSE,,222869
3/12/2021,Purchase,Purchase Receipt,,G04257,AA015600,"Ciprofloxacin,250mg,tablet,100",100,1020140,10/31/2023,NPW,4587,4587,0,0," 1,506.70 "," 6,911,232.90 ",0,FALSE,,222868
3/11/2021,Purchase,Purchase Receipt,,G04250,BB067200,"Propofol,10mg/ml,10ml,Each",EACH,NP1009A,12/31/2022,NPW,7600,7600,0,0, 854.28 ," 6,492,528.00 ",0,FALSE,,222688
3/11/2021,Purchase,Purchase Receipt,,G04250,BB053100,"Methotrexate,25mg/ml,2ml,Each",EACH,MTI2010BC,3/31/2022,NPW,500,500,0,0," 1,740.20 "," 870,100.00 ",0,FALSE,,222687
3/11/2021,Purchase,Purchase Receipt,,G04250,BB009900,"Bupivacaine spinal hyperbaric 0.5%, 4ml ampou",EACH,MSMP0134,11/30/2022,NPW,50400,50400,0,0, 340.13 ," 17,142,552.00 ",0,FALSE,,222686
3/11/2021,Purchase,Purchase Receipt,,G04250,AA049200,"Ondansetron,4mg,tablet,10",10,T200104,5/31/2023,NPW,1130,1130,0,0, 593.25 ," 670,372.50 ",0,FALSE,,222685
3/11/2021,Purchase,Purchase Receipt,,G04250,AA020100,"Dexamethasone,0.5mg,tablet,100",100,19188101,11/30/2022,NPW,250,250,0,0, 996.50 ," 249,125.00 ",0,FALSE,,222684
3/11/2021,Purchase,Purchase Receipt,,G04250,AA015300,"Cinnarizine,15mg,tablet,100",100,T190252,9/30/2022,NPW,100,100,0,0," 2,293.90 "," 229,390.00 ",0,FALSE,,222683
3/11/2021,Purchase,Purchase Receipt,,G04246,BB038100,"Haloperidol decanoate,oily,50mg/ml,1ml,Each",EACH,CH-2088,4/30/2022,NPW,1500,1500,0,0," 2,333.45 "," 3,500,175.00 ",0,FALSE,,222682
3/11/2021,Purchase,Purchase Receipt,,G04246,BB037800,"Haloperidol,5mg/ml,2ml,Each",EACH,CH-2089,4/30/2022,NPW,700,700,0,0," 1,257.10 "," 879,971.00 ",0,FALSE,,222681
3/11/2021,Purchase,Purchase Receipt,,G04241,BB027600,"Doxorubicin Hydrochloride,50mg,PFR,Each",EACH,2172008B,11/30/2022,NPW,292,292,0,0," 4,390.05 "," 1,281,894.60 ",0,FALSE,,222680
3/11/2021,Purchase,Purchase Receipt,,G04241,AA031800,"Hydroxyurea,500mg,tablet,Each",10,UDCI0A2,8/31/2022,NPW,176,176,0,0," 1,613.64 "," 284,000.64 ",0,FALSE,,222679
3/11/2021,Purchase,Purchase Receipt,,G04241,AA027000,"Fluoxetine,20mg,tablet,100",100,T200108,5/31/2023,NPW,159,159,0,0," 1,360.52 "," 216,322.68 ",0,FALSE,,222678
3/9/2021,Purchase,Purchase Receipt,,G04221,AA007200,"Aspirin,300mg,tablet,1000",1000,2105031,1/31/2023,NPW,591,591,0,0," 2,958.75 "," 1,748,621.25 ",0,FALSE,,220634
3/9/2021,Purchase,Purchase Receipt,,G04221,AA007200,"Aspirin,300mg,tablet,1000",1000,2105021,12/31/2022,NPW,585,585,0,0," 2,958.75 "," 1,730,868.75 ",0,FALSE,,220633
3/9/2021,Purchase,Purchase Receipt,,G04221,AA007200,"Aspirin,300mg,tablet,1000",1000,2105019,12/31/2022,NPW,591,591,0,0," 2,958.75 "," 1,748,621.25 ",0,FALSE,,220632
3/9/2021,Purchase,Purchase Receipt,,G04221,AA007200,"Aspirin,300mg,tablet,1000",1000,2105018,12/31/2022,NPW,594,594,0,0," 2,958.75 "," 1,757,497.50 ",0,FALSE,,220631
3/9/2021,Purchase,Purchase Receipt,,G04221,AA007200,"Aspirin,300mg,tablet,1000",1000,2105017,12/31/2022,NPW,594,594,0,0," 2,958.75 "," 1,757,497.50 ",0,FALSE,,220630
3/9/2021,Purchase,Purchase Receipt,,G04212,EE033900,"Oral rehydration salt, 20.5g satchet",EACH,200601,6/30/2023,NPW,175550,175550,0,0, 206.00 ," 36,163,300.00 ",0,FALSE,,220147
3/4/2021,Purchase,Purchase Receipt,,G04155,EE035100,"Paraffin liquid,500ml,Each",EACH,2102037,1/31/2024,NPW,20,20,0,0," 2,367.00 "," 47,340.00 ",0,FALSE,,218758
3/4/2021,Purchase,Purchase Receipt,,G04155,EE035100,"Paraffin liquid,500ml,Each",EACH,2102038,2/28/2024,NPW,1980,1980,0,0," 2,367.00 "," 4,686,660.00 ",0,FALSE,,218757
3/4/2021,Purchase,Purchase Receipt,,G04155,EE009000,Cetrimide 15%+chlorhexidine 1.5% solution-dilution,EACH,2102036,1/31/2024,NPW,1008,1008,0,0," 13,807.50 "," 13,917,960.00 ",0,FALSE,,218756
3/4/2021,Purchase,Purchase Receipt,,G04155,EE009000,Cetrimide 15%+chlorhexidine 1.5% solution-dilution,EACH,2102024,2/29/2024,NPW,212,212,0,0," 13,807.50 "," 2,927,190.00 ",0,FALSE,,218755
3/4/2021,Purchase,Purchase Receipt,,G04155,EE004800,"Benzyl benzoate application,25%,500ml,Each",EACH,21012033,1/31/2024,NPW,2354,2354,0,0," 1,656.90 "," 3,900,342.60 ",0,FALSE,,218754
3/4/2021,Purchase,Purchase Receipt,,G04155,EE004800,"Benzyl benzoate application,25%,500ml,Each",EACH,21012034,1/31/2024,NPW,3182,3182,0,0," 1,656.90 "," 5,272,255.80 ",0,FALSE,,218753
3/4/2021,Purchase,Purchase Receipt,,G04155,EE004800,"Benzyl benzoate application,25%,500ml,Each",EACH,2102037,1/31/2024,NPW,1512,1512,0,0," 1,656.90 "," 2,505,232.80 ",0,FALSE,,218752
3/4/2021,Purchase,Purchase Receipt,,G04155,EE004800,"Benzyl benzoate application,25%,500ml,Each",EACH,2102035,1/31/2024,NPW,3048,3048,0,0," 1,656.90 "," 5,050,231.20 ",0,FALSE,,218751
3/4/2021,Purchase,Purchase Receipt,,G04152,AA018600,"Cotrimoxazole,480mg,tablet,1000",1000,2102017,1/31/2026,NPW,486,486,0,0," 12,624.00 "," 6,135,264.00 ",0,FALSE,,218750
3/4/2021,Purchase,Purchase Receipt,,G04152,AA018600,"Cotrimoxazole,480mg,tablet,1000",1000,2102018,1/31/2026,NPW,495,495,0,0," 12,624.00 "," 6,248,880.00 ",0,FALSE,,218749
2/22/2021,Purchase,Purchase Receipt,,G04151,GG027600,"Silk Braided Size 4/0, 45cm, 3/8 Circle Reverse",12,200576BD,11/30/2025,NPW,500,500,0,0," 7,545.60 "," 3,772,800.00 ",0,FALSE,,218734
2/22/2021,Purchase,Purchase Receipt,,G04151,GG006500,"Polyglactin 910 Braided 3/0, 75cm, 1/2, CC,22mm",12,201129AB,10/31/2025,NPW,700,700,0,0," 12,497.40 "," 8,748,180.00 ",0,FALSE,,218733
2/22/2021,Purchase,Purchase Receipt,,G04151,GG021900,"Polyglactin 910 Braided Size 3/0, 75cm",12,201128AB,10/31/2025,NPW,700,700,0,0," 12,497.40 "," 8,748,180.00 ",0,FALSE,,218732
2/22/2021,Purchase,Purchase Receipt,,G04151,GG021300,"Polyglactin 910 Braided Size 2/0, 75cm",12,201127AB,10/31/2025,NPW,1000,1000,0,0," 13,519.20 "," 13,519,200.00 ",0,FALSE,,218731
2/22/2021,Purchase,Purchase Receipt,,G04151,GG020700,Polyglactin 910 Braided Synthetic Surgical Sutu,12,201126AB,10/31/2025,NPW,700,700,0,0," 12,812.59 "," 8,968,810.20 ",0,FALSE,,218730
2/22/2021,Purchase,Purchase Receipt,,G04151,GG006400,"OR Polyglactin 910 Braided 1, 90cm, 1/2,RB,40mm",12,201125AB,10/31/2025,NPW,700,700,0,0," 12,497.40 "," 8,748,180.00 ",0,FALSE,,218729
2/22/2021,Purchase,Purchase Receipt,,G04151,GG018600,"Polyglactin 910 Braided Size 1, 90cm, 1/2 CCC",12,201138AB,10/31/2025,NPW,700,700,0,0," 12,497.40 "," 8,748,180.00 ",0,FALSE,,218728
2/22/2021,Purchase,Purchase Receipt,,G04150,GG016200,"Polyglactin 910 braided  size 2/0, 75cm",12,201123AB,10/31/2025,NPW,999,999,0,0," 12,497.40 "," 12,484,902.60 ",0,FALSE,,218632
2/22/2021,Purchase,Purchase Receipt,,G04150,GG015900,"Polyglactin 910 braided, size 0  , 90cm",12,201200AB,11/30/2025,NPW,1000,1000,0,0," 13,519.20 "," 13,519,200.00 ",0,FALSE,,218631
2/22/2021,Purchase,Purchase Receipt,,G04150,GG005800,"OR Polydioxanone monofilament(PDS II) 4/0, 90cm RB",12,200274AE,11/30/2025,NPW,500,500,0,0," 18,471.00 "," 9,235,500.00 ",0,FALSE,,218630
2/22/2021,Purchase,Purchase Receipt,,G04150,GG015600,"Polydioxanone monofilament (PDS II) size4/0, 90cm",12,200247AE,10/31/2025,NPW,499,499,0,0," 18,471.00 "," 9,217,029.00 ",0,FALSE,,218629
2/22/2021,Purchase,Purchase Receipt,,G04150,GG014100,Polydioxanone monofilament (PDS II),12,200249AE,10/31/2025,NPW,501,501,0,0," 19,257.00 "," 9,647,757.00 ",0,FALSE,,218628
2/22/2021,Purchase,Purchase Receipt,,G04150,GG004400,"OR Monofilament Polyamide  2/0,75cm, 3/8 CC,31mm",12,200616BB,10/30/2025,NPW,502,502,0,0," 9,746.40 "," 4,892,692.80 ",0,FALSE,,218627
2/22/2021,Purchase,Purchase Receipt,,G04150,GG008400,"Monofilament Polyamide Size 2/0, 45cm, 3/8CCC",12,200604BB,10/31/2025,NPW,500,500,0,0," 10,042.81 "," 5,021,404.80 ",0,FALSE,,218626
2/22/2021,Purchase,Purchase Receipt,,G04143,GG004300,"Monofilament Polyamide 6 Size 1, 100cm, 1/2,TP RB",12,200592BB,10/31/2025,NPW,200,200,0,0," 7,034.70 "," 1,406,940.00 ",0,FALSE,,218564
2/22/2021,Purchase,Purchase Receipt,,G04143,GG005400,"Monofilament Polyamide 6 Size 1, 100cm,1/Circle",12,200593BB,10/31/2025,NPW,200,200,0,0," 7,034.70 "," 1,406,940.00 ",0,FALSE,,218563
2/22/2021,Purchase,Purchase Receipt,,G04143,GG004200,"Poliglecaprone,25,Round Bodied 1/2,Cycle,4/0,12",12,200175AF,10/31/2025,NPW,501,501,0,0," 15,641.40 "," 7,836,341.40 ",0,FALSE,,218562
2/22/2021,Purchase,Purchase Receipt,,G04143,GG003900,"Poliglecaprone,25,Round Bodied 1/2,Cycle,3/0,12",12,200174AF,10/31/2025,NPW,500,500,0,0," 15,641.40 "," 7,820,700.00 ",0,FALSE,,218561
2/22/2021,Purchase,Purchase Receipt,,G04143,GG001500,"Catgut Chromic 2/0, 75cm, ½ TP",12,200471CA,10/31/2025,NPW,999,999,0,0," 9,589.20 "," 9,579,610.80 ",0,FALSE,,218560
2/22/2021,Purchase,Purchase Receipt,,G04143,GG001200,"Catgut Chromic 2, 75cm, ½  Taper Point",12,200478CA,11/30/2025,NPW,500,500,0,0," 10,532.40 "," 5,266,200.00 ",0,FALSE,,218559
2/22/2021,Purchase,Purchase Receipt,,G04143,GG001200,"Catgut Chromic 2, 75cm, ½  Taper Point",12,200488CA,11/30/2025,NPW,1000,1000,0,0," 10,532.40 "," 10,532,400.00 ",0,FALSE,,218558
2/22/2021,Purchase,Purchase Receipt,,G04143,GG000900,"Catgut Chromic 1,  75cm, ½ TP",12,200446CA,10/31/2025,NPW,1000,1000,0,0," 8,803.20 "," 8,803,200.00 ",0,FALSE,,218557
2/22/2021,Purchase,Purchase Receipt,,G04143,GG000900,"Catgut Chromic 1,  75cm, ½ TP",12,200453CA,10/31/2025,NPW,500,500,0,0," 8,803.20 "," 4,401,600.00 ",0,FALSE,,218556
2/22/2021,Purchase,Purchase Receipt,,G04143,GG000600,"Catgut Chromic 0,  75cm, ½ Circle, TP",12,200456CA,10/31/2025,NPW,1000,1000,0,0," 8,449.50 "," 8,449,500.00 ",0,FALSE,,218555
2/22/2021,Purchase,Purchase Receipt,,G04143,GG000600,"Catgut Chromic 0,  75cm, ½ Circle, TP",12,200464CA,10/31/2025,NPW,500,500,0,0," 8,449.50 "," 4,224,750.00 ",0,FALSE,,218554
3/2/2021,Purchase,Purchase Receipt,,G04142,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270021,1/31/2024,NPW,4981,4981,0,0, 830.55 ," 4,136,969.55 ",0,FALSE,,218539
3/2/2021,Purchase,Purchase Receipt,,G04142,EE032700,"Nystatin oral suspension,100,000 IU/ml,20ml,Each",EACH,1270011,1/31/2024,NPW,4964,4964,0,0, 830.55 ," 4,122,850.20 ",0,FALSE,,218538
3/2/2021,Purchase,Purchase Receipt,,G04142,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010051,12/31/2023,NPW,1455,1455,0,0," 7,277.20 "," 10,588,326.00 ",0,FALSE,,218537
3/2/2021,Purchase,Purchase Receipt,,G04142,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010041,12/31/2023,NPW,1460,1460,0,0," 7,277.20 "," 10,624,712.00 ",0,FALSE,,218536
3/2/2021,Purchase,Purchase Receipt,,G04142,AA032400,"Ibuprofen,200mg,coated tablet,1000",1000,1010031,12/31/2023,NPW,1444,1444,0,0," 7,277.20 "," 10,508,276.80 ",0,FALSE,,218535
3/2/2021,Purchase,Purchase Receipt,,G04141,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,1500161,1/31/2024,NPW,9996,9996,0,0, 631.20 ," 6,309,475.20 ",0,FALSE,,218534
