Code,Item Description,Code and Description,UOM,Quantity Requested,Unit Price,Total Cost,Facility Level,Region,Requesting Facility,Month
HH157200,"Tube endotracheal, cuffed size 5.5 PVC/Silicon","HH157200 Tube endotracheal, cuffed size 5.5 PVC/Silicon",Each,7,0,0,Health Centres,North,St Peters HC,August-23
HH172200,"Tube endotracheal, cuffed size 6.0 PVC/Silicon","HH172200 Tube endotracheal, cuffed size 6.0 PVC/Silicon",Each,7,1060.94512,7426.61584,Health Centres,North,St Peters HC,August-23
HH157800,"Tube endotracheal, cuffed size 6.5 PVC/Silicon","HH157800 Tube endotracheal, cuffed size 6.5 PVC/Silicon",Each,7,841.46341,5890.24387,Health Centres,North,St Peters HC,August-23
HH159000,"Tube endotracheal, cuffed size 8.5 PVC/Silicon","HH159000 Tube endotracheal, cuffed size 8.5 PVC/Silicon",Each,7,719.70728,5037.95096,Health Centres,North,St Peters HC,August-23
MM139500,Haemacue Hb. 301 Microuvettes,MM139500 Haemacue Hb. 301 Microuvettes,50,8,36819.1265,294553.012,Health Centres,North,St Peters HC,August-23
MM166200,"Microscope slide Frosted End ,75mm x 25mm, pack of 50","MM166200 Microscope slide Frosted End ,75mm x 25mm, pack of 50",50,10,1953.00195,19530.0195,Health Centres,North,St Peters HC,August-23
MM209701,Sysmex Cell Pack DCL 1X20L,MM209701 Sysmex Cell Pack DCL 1X20L,Each,3,217499.1585,652497.4756,Health Centres,North,St Peters HC,August-23
PP053400,"Needle, disposable dental, 27g long sharewood","PP053400 Needle, disposable dental, 27g long sharewood",100,2,351.21951,702.43902,Health Centres,North,St Peters HC,August-23
MM138001,Haemacue Machine 301,MM138001 Haemacue Machine 301,Each,3,1174451.22,3523353.659,Health Centres,North,St Peters HC,August-23
FF012000,Mackintosh sheeting,FF012000 Mackintosh sheeting,2m,30,4124.82317,123744.6951,Health Centres,North,St Peters HC,August-23
AA002700,Aminophylline 100mg,AA002700 Aminophylline 100mg,1000,30,5235.37071,157061.1213,District Hospital,North,Chitipa DHO,September-23
AA003300,Amitriptyline 25mg,AA003300 Amitriptyline 25mg,100,20,798.06522,15961.3044,District Hospital,North,Chitipa DHO,September-23
AA003600,Amlodipine 10mg,AA003600 Amlodipine 10mg,100,20,1360.97561,27219.5122,District Hospital,North,Chitipa DHO,September-23
AA003950,Amlodipine 5mg,AA003950 Amlodipine 5mg,100,10,233.53022,2335.3022,District Hospital,North,Chitipa DHO,September-23
AA004200,Amoxycillin 250mg dispersible tablets,AA004200 Amoxycillin 250mg dispersible tablets,1000,5,39402.43902,197012.1951,District Hospital,North,Chitipa DHO,September-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,100,31692.59133,3169259.133,District Hospital,North,Chitipa DHO,September-23
AA007200,Aspirin 300mg,AA007200 Aspirin 300mg,1000,30,8310.45526,249313.6578,District Hospital,North,Chitipa DHO,September-23
AA012300,Captopril 25mg,AA012300 Captopril 25mg,100,50,2414.63415,120731.7075,District Hospital,North,Chitipa DHO,September-23
AA012600,Carbamazepine 200mg,AA012600 Carbamazepine 200mg,1000,15,49548.78049,743231.7074,District Hospital,North,Chitipa DHO,September-23
AA014700,Chlorpromazine 25mg,AA014700 Chlorpromazine 25mg,100,50,1129.3412,56467.06,District Hospital,North,Chitipa DHO,September-23
AA018600,Cotrimoxazole 480mg,AA018600 Cotrimoxazole 480mg,1000,30,20713.4751,621404.253,District Hospital,North,Chitipa DHO,September-23
AA021000,Diclofenac sodium 50mg,AA021000 Diclofenac sodium 50mg,1000,5,943.78296,4718.9148,District Hospital,North,Chitipa DHO,September-23
AA022800,Enalapril 10mg,AA022800 Enalapril 10mg,100,20,1050.43706,21008.7412,District Hospital,North,Chitipa DHO,September-23
AA023700,"Erythromycin 250mg, enteric coated tablets","AA023700 Erythromycin 250mg, enteric coated tablets",1000,3,73536.58537,220609.7561,District Hospital,North,Chitipa DHO,September-23
AA025200,"Ferrous sulphate 200mg / folic acid 250 micrograms, coated","AA025200 Ferrous sulphate 200mg / folic acid 250 micrograms, coated",1000,20,17560.97561,351219.5122,District Hospital,North,Chitipa DHO,September-23
AA027900,Folic acid 5mg,AA027900 Folic acid 5mg,1000,5,4469.26829,22346.34145,District Hospital,North,Chitipa DHO,September-23
AA029700,Griseofulvin 250mg,AA029700 Griseofulvin 250mg,1000,2,45552.0109,91104.0218,District Hospital,North,Chitipa DHO,September-23
AA030000,Haloperidol 5mg,AA030000 Haloperidol 5mg,100,20,3204.12966,64082.5932,District Hospital,North,Chitipa DHO,September-23
AA030600,Hydralazine 25mg,AA030600 Hydralazine 25mg,100,10,3547.31015,35473.1015,District Hospital,North,Chitipa DHO,September-23
AA030900,Hydrochlorothiazide 25mg,AA030900 Hydrochlorothiazide 25mg,1000,10,6299.32927,62993.2927,District Hospital,North,Chitipa DHO,September-23
AA031810,Hydroxurea 500mg,AA031810 Hydroxurea 500mg,10,10,0,0,District Hospital,North,Chitipa DHO,September-23
AA032400,Ibuprofen 200mg,AA032400 Ibuprofen 200mg,1000,30,12278.35366,368350.6098,District Hospital,North,Chitipa DHO,September-23
AA033600,Indomethacin 25mg,AA033600 Indomethacin 25mg,1000,10,6114.92773,61149.2773,District Hospital,North,Chitipa DHO,September-23
AA040800,Magnesium trisilicate compound 250mg,AA040800 Magnesium trisilicate compound 250mg,1000,20,6288.25921,125765.1842,District Hospital,North,Chitipa DHO,September-23
AA042500,Metformin hydrochloride 500mg,AA042500 Metformin hydrochloride 500mg,1000,15,16475.03723,247125.5585,District Hospital,North,Chitipa DHO,September-23
AA043200,Methyldopa 250mg,AA043200 Methyldopa 250mg,1000,3,35549.6907,106649.0721,District Hospital,North,Chitipa DHO,September-23
AA044100,Metronidazole 200mg,AA044100 Metronidazole 200mg,1000,50,7281.10168,364055.084,District Hospital,North,Chitipa DHO,September-23
AA045300,Morphine sulphate 10mg (slow release),AA045300 Morphine sulphate 10mg (slow release),60,34,8076.17754,274590.0364,District Hospital,North,Chitipa DHO,September-23
AA046200,Nifedipine 10mg,AA046200 Nifedipine 10mg,100,10,2346.58562,23465.8562,District Hospital,North,Chitipa DHO,September-23
AA046500,Nifedipine 20mg (slow release),AA046500 Nifedipine 20mg (slow release),100,50,1865.85366,93292.683,District Hospital,North,Chitipa DHO,September-23
AA048600,Omeprazole 20mg,AA048600 Omeprazole 20mg,100,20,1079.37144,21587.4288,District Hospital,North,Chitipa DHO,September-23
AA049500,Paracetamol 500mg,AA049500 Paracetamol 500mg,1000,50,10963.16891,548158.4455,District Hospital,North,Chitipa DHO,September-23
AA050100,Phenobarbitone  30mg,AA050100 Phenobarbitone  30mg,1000,30,5571.23668,167137.1004,District Hospital,North,Chitipa DHO,September-23
AA051300,Praziquantel 600mg,AA051300 Praziquantel 600mg,1000,2,15199.60763,30399.21526,District Hospital,North,Chitipa DHO,September-23
AA052500,Prednisolone 5mg,AA052500 Prednisolone 5mg,1000,30,8836.90779,265107.2337,District Hospital,North,Chitipa DHO,September-23
AA054000,"Promethazine hydrochloride 25mg, coated tablets","AA054000 Promethazine hydrochloride 25mg, coated tablets",1000,5,3596.30943,17981.54715,District Hospital,North,Chitipa DHO,September-23
AA054900,Propranolol hydrochloride 40mg,AA054900 Propranolol hydrochloride 40mg,1000,15,3537.67841,53065.17615,District Hospital,North,Chitipa DHO,September-23
AA055200,Pyridoxine 25mg,AA055200 Pyridoxine 25mg,1000,5,4106.93348,20534.6674,District Hospital,North,Chitipa DHO,September-23
AA056400,Risperidone 1mg,AA056400 Risperidone 1mg,100,20,1409.41548,28188.3096,District Hospital,North,Chitipa DHO,September-23
AA067900,Risperidone 4mg,AA067900 Risperidone 4mg,100,10,6411.62927,64116.2927,District Hospital,North,Chitipa DHO,September-23
AA056700,Salbutamol 4mg,AA056700 Salbutamol 4mg,1000,30,3224.31098,96729.3294,District Hospital,North,Chitipa DHO,September-23
AA062700,Tramadol 50mg,AA062700 Tramadol 50mg,100,20,4829.26829,96585.3658,District Hospital,North,Chitipa DHO,September-23
AA063000,Tranexamic Acid 500mg,AA063000 Tranexamic Acid 500mg,100,5,65853.65854,329268.2927,District Hospital,North,Chitipa DHO,September-23
AA064500,Vitamin B complex strong,AA064500 Vitamin B complex strong,1000,5,3706.00229,18530.01145,District Hospital,North,Chitipa DHO,September-23
AA065400,Zinc sulphate 20mg,AA065400 Zinc sulphate 20mg,100,50,788.6422,39432.11,District Hospital,North,Chitipa DHO,September-23
BB004500,"Aminophylline 25mg/ml, 10ml","BB004500 Aminophylline 25mg/ml, 10ml",Each,200,482.92683,96585.366,District Hospital,North,Chitipa DHO,September-23
BB006600,"Atropine sulphate  600 micrograms/ml, 1ml","BB006600 Atropine sulphate  600 micrograms/ml, 1ml",Each,200,156.13384,31226.768,District Hospital,North,Chitipa DHO,September-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,2000,456.05602,912112.04,District Hospital,North,Chitipa DHO,September-23
BB009900,"Bupivacaine spinal hyperbaric 0.5%, 4ml ampoule","BB009900 Bupivacaine spinal hyperbaric 0.5%, 4ml ampoule",Each,200,1494.25141,298850.282,District Hospital,North,Chitipa DHO,September-23
BB014700,"Chlorpromazine hydrochloride 25mg/ml, 2ml","BB014700 Chlorpromazine hydrochloride 25mg/ml, 2ml",Each,100,439.02439,43902.439,District Hospital,North,Chitipa DHO,September-23
BB021300,Dexamethasone 4mg/ml,BB021300 Dexamethasone 4mg/ml,Each,500,119.87235,59936.175,District Hospital,North,Chitipa DHO,September-23
BB021600,"Dextrose (glucose) 5%, 1000ml","BB021600 Dextrose (glucose) 5%, 1000ml",Each,200,2414.63415,482926.83,District Hospital,North,Chitipa DHO,September-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,50,1103.92685,55196.3425,District Hospital,North,Chitipa DHO,September-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,2000,122.92684,245853.68,District Hospital,North,Chitipa DHO,September-23
BB033000,"Flucloxacillin 250mg, vial, PFR","BB033000 Flucloxacillin 250mg, vial, PFR",Each,200,1756.09756,351219.512,District Hospital,North,Chitipa DHO,September-23
BB034200,"Fluphenazine decanoate 25mg/ml, 2ml","BB034200 Fluphenazine decanoate 25mg/ml, 2ml",Each,50,1140.34933,57017.4665,District Hospital,North,Chitipa DHO,September-23
BB034500,"Frusemide 10mg/ml, 2ml","BB034500 Frusemide 10mg/ml, 2ml",Each,500,192.18293,96091.465,District Hospital,North,Chitipa DHO,September-23
BB035700,Gelatin 500ml pack intravenous infusion,BB035700 Gelatin 500ml pack intravenous infusion,Each,5,9486.17227,47430.86135,District Hospital,North,Chitipa DHO,September-23
BB036900,"Gentamicin, 80mg/2ml","BB036900 Gentamicin, 80mg/2ml",Each,5000,175.60976,878048.8,District Hospital,North,Chitipa DHO,September-23
BB042600,Insulin Biphasic(Intermediate and short acting Insulin 30/70,BB042600 Insulin Biphasic(Intermediate and short acting Insulin 30/70,Each,100,2835.00427,283500.427,District Hospital,North,Chitipa DHO,September-23
BB042900,"Insulin soluble 100 IU/ml, 10ml","BB042900 Insulin soluble 100 IU/ml, 10ml",Each,100,3884.61366,388461.366,District Hospital,North,Chitipa DHO,September-23
BB043200,"Insulin zinc suspension (lente) 100 IU/ml, 10ml","BB043200 Insulin zinc suspension (lente) 100 IU/ml, 10ml",Each,100,7687.31707,768731.707,District Hospital,North,Chitipa DHO,September-23
BB044400,"Ketamine hydrochloride 50mg/ml, 10ml","BB044400 Ketamine hydrochloride 50mg/ml, 10ml",Each,500,3124.07317,1562036.585,District Hospital,North,Chitipa DHO,September-23
BB054900,"Metronidazole 5mg/ml, 100ml","BB054900 Metronidazole 5mg/ml, 100ml",Each,2500,768.29268,1920731.7,District Hospital,North,Chitipa DHO,September-23
BB062700,"Pethidine hydrochloride 50mg/1ml, 2ml","BB062700 Pethidine hydrochloride 50mg/1ml, 2ml",Each,300,908.8781,272663.43,District Hospital,North,Chitipa DHO,September-23
BB063000,"Phenobarbitone sodium 200mg/ml, 1ml","BB063000 Phenobarbitone sodium 200mg/ml, 1ml",Each,200,0,0,District Hospital,North,Chitipa DHO,September-23
BB063600,"Phytomenadione 10mg/ml, 1ml (Vitamin K)","BB063600 Phytomenadione 10mg/ml, 1ml (Vitamin K)",Each,100,266.15534,26615.534,District Hospital,North,Chitipa DHO,September-23
BB066900,"Promethazine hydrochloride 25mg/ml, 2ml","BB066900 Promethazine hydrochloride 25mg/ml, 2ml",Each,100,125.13632,12513.632,District Hospital,North,Chitipa DHO,September-23
BB069300,"Sodium chloride 0.9%, 1000ml","BB069300 Sodium chloride 0.9%, 1000ml",Each,500,2210.36968,1105184.84,District Hospital,North,Chitipa DHO,September-23
BB071400,"Sodium lactate compound (Ringer's lactate), 1000ml","BB071400 Sodium lactate compound (Ringer's lactate), 1000ml",Each,200,1768.68244,353736.488,District Hospital,North,Chitipa DHO,September-23
BB072900,"Thiopentone sodium 500mg, PFR","BB072900 Thiopentone sodium 500mg, PFR",Each,100,2833.76711,283376.711,District Hospital,North,Chitipa DHO,September-23
BB074100,Tranexamic Acid 500mg injection,BB074100 Tranexamic Acid 500mg injection,Each,50,3597.56098,179878.049,District Hospital,North,Chitipa DHO,September-23
BB077100,"Water for injections, 10ml","BB077100 Water for injections, 10ml",Each,1000,219.5122,219512.2,District Hospital,North,Chitipa DHO,September-23
CC001500,"Rabies vaccine course, (1x 5, 0.5ml/dose PFR and 1x5 vials","CC001500 Rabies vaccine course, (1x 5, 0.5ml/dose PFR and 1x5 vials",Each,30,35913.76088,1077412.826,District Hospital,North,Chitipa DHO,September-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,200,1097.56098,219512.196,District Hospital,North,Chitipa DHO,September-23
EE008400,"Calamine lotion 15%+ sulphur 2%, 500ml","EE008400 Calamine lotion 15%+ sulphur 2%, 500ml",Each,50,4601.99195,230099.5975,District Hospital,North,Chitipa DHO,September-23
EE012300,"Ciprofloxacin ear/eye drops 0.3mg/ml, 5ml","EE012300 Ciprofloxacin ear/eye drops 0.3mg/ml, 5ml",Each,200,341.65854,68331.708,District Hospital,North,Chitipa DHO,September-23
EE012900,"Clotrimazole cream 1%, 20g","EE012900 Clotrimazole cream 1%, 20g",Each,300,341.65854,102497.562,District Hospital,North,Chitipa DHO,September-23
EE015000,Dexamethasone 0.1% and Neomycin 0.35% (as sulphate) eye drop,EE015000 Dexamethasone 0.1% and Neomycin 0.35% (as sulphate) eye drop,Each,500,439.02439,219512.195,District Hospital,North,Chitipa DHO,September-23
EE015300,Dexamethasone eye drops 0.1%,EE015300 Dexamethasone eye drops 0.1%,Each,200,329.26829,65853.658,District Hospital,North,Chitipa DHO,September-23
EE021010,"Gentamicin 0.3% eye drops, 5ml","EE021010 Gentamicin 0.3% eye drops, 5ml",Each,100,585.36585,58536.585,District Hospital,North,Chitipa DHO,September-23
EE021300,"Gentian violet paint, aqueous 1%, 500ml","EE021300 Gentian violet paint, aqueous 1%, 500ml",Each,20,5707.31707,114146.3414,District Hospital,North,Chitipa DHO,September-23
EE021600,Gluteraldehyde solution 2% buffered (Cidex) with activator,EE021600 Gluteraldehyde solution 2% buffered (Cidex) with activator,Each,10,10623.375,106233.75,District Hospital,North,Chitipa DHO,September-23
EE023400,"Hydrocortisone skin ointment 1%, 15g","EE023400 Hydrocortisone skin ointment 1%, 15g",Each,200,702.43902,140487.804,District Hospital,North,Chitipa DHO,September-23
EE024300,"Iodine solution, weak (iodine tincture) 0.5%, 500ml","EE024300 Iodine solution, weak (iodine tincture) 0.5%, 500ml",Each,50,8648.90678,432445.339,District Hospital,North,Chitipa DHO,September-23
EE028500,Methylated spirit,EE028500 Methylated spirit,Each,20,19402.67149,388053.4298,District Hospital,North,Chitipa DHO,September-23
EE032700,"Nystatin oral suspension 100,000 IU/ml, 20ml","EE032700 Nystatin oral suspension 100,000 IU/ml, 20ml",Each,50,1179.92707,58996.3535,District Hospital,North,Chitipa DHO,September-23
EE034800,"Paracetamol syrup 120mg/5ml, 100ml","EE034800 Paracetamol syrup 120mg/5ml, 100ml",Each,500,834.14634,417073.17,District Hospital,North,Chitipa DHO,September-23
EE036600,"Podophyllum paint 10% in compound benzoin tincture, 20ml","EE036600 Podophyllum paint 10% in compound benzoin tincture, 20ml",Each,10,8233.31706,82333.1706,District Hospital,North,Chitipa DHO,September-23
EE038100,"Povidone iodine 10% in alcoholic solution, 500ml","EE038100 Povidone iodine 10% in alcoholic solution, 500ml",Each,10,9802.26438,98022.6438,District Hospital,North,Chitipa DHO,September-23
EE040500,Salbutamol solution for nebulising 5mg/ml,EE040500 Salbutamol solution for nebulising 5mg/ml,Each,50,1781.95234,89097.617,District Hospital,North,Chitipa DHO,September-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,100,3336.58537,333658.537,District Hospital,North,Chitipa DHO,September-23
EE045600,Silver sulphadiazine cream 1% 50g,EE045600 Silver sulphadiazine cream 1% 50g,Each,50,568.1238,28406.19,District Hospital,North,Chitipa DHO,September-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,400,371.48317,148593.268,District Hospital,North,Chitipa DHO,September-23
EE051300,"Zinc oxide & salicylic acid paste BP (Lassar's), 500gm","EE051300 Zinc oxide & salicylic acid paste BP (Lassar's), 500gm",Each,5,12292.68293,61463.41465,District Hospital,North,Chitipa DHO,September-23
FF003300,"Bandage, plaster of paris 15cm X 2.7m  long , when stretched","FF003300 Bandage, plaster of paris 15cm X 2.7m  long , when stretched",12,300,9000,2700000,District Hospital,North,Chitipa DHO,September-23
FF004500,"Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when Stretched","FF004500 Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when Stretched",Each,500,491.13415,245567.075,District Hospital,North,Chitipa DHO,September-23
FF006600,"Bandage, WOW 15cm x 4m long, when stretched","FF006600 Bandage, WOW 15cm x 4m long, when stretched",12,17,1335.80878,22708.74926,District Hospital,North,Chitipa DHO,September-23
FF007800,Cotton wool 500g,FF007800 Cotton wool 500g,Each,100,7134.14634,713414.634,District Hospital,North,Chitipa DHO,September-23
FF009900,"Dressing, paraffin gauze 9.5cm x 9.5cm (square)","FF009900 Dressing, paraffin gauze 9.5cm x 9.5cm (square)",Each,50,1912.33638,95616.819,District Hospital,North,Chitipa DHO,September-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,50,20853.65854,1042682.927,District Hospital,North,Chitipa DHO,September-23
FF016200,"Plaster, zinc oxide 7.5cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 7.5cm x 5m long, when stretched",Each,100,1185.36585,118536.585,District Hospital,North,Chitipa DHO,September-23
GF5191,Cefixime 400mg,GF5191 Cefixime 400mg,Each,10000,#N/A,#N/A,District Hospital,North,Chitipa DHO,September-23
GG000900,"Catgut chromic suture sterile 1,round bodied Ã¯Â¿Â½ circle 50mm n","GG000900 Catgut chromic suture sterile 1,round bodied Ã¯Â¿Â½ circle 50mm n",12,20,12994.45672,259889.1344,District Hospital,North,Chitipa DHO,September-23
GG001200,Catgut chromic suture 2 on needle round bodied Ã¯Â¿Â½ circle 50mm,GG001200 Catgut chromic suture 2 on needle round bodied Ã¯Â¿Â½ circle 50mm,12,30,10354.01756,310620.5268,District Hospital,North,Chitipa DHO,September-23
GG005100,"Monofilament Polyamide (Ethilon)1, 90mm cuttting","GG005100 Monofilament Polyamide (Ethilon)1, 90mm cuttting",12,2,7880.4878,15760.9756,District Hospital,North,Chitipa DHO,September-23
GG020700,"Polyglactin 1  (Vicryl) 1/2 circle round bodied needle 31mm, thread  length 70cm, 12 per box","GG020700 Polyglactin 1  (Vicryl) 1/2 circle round bodied needle 31mm, thread  length 70cm, 12 per box",12,3,18566.94551,55700.83653,District Hospital,North,Chitipa DHO,September-23
HH005400,"Autoclave tape, 1.5cm wide, 12mLong","HH005400 Autoclave tape, 1.5cm wide, 12mLong",Each,50,768.29268,38414.634,District Hospital,North,Chitipa DHO,September-23
HH008100,"Bags urine drainage 2,000ml with outlet","HH008100 Bags urine drainage 2,000ml with outlet",Each,1000,659.44417,659444.17,District Hospital,North,Chitipa DHO,September-23
HH013200,Cannula iv  (winged with injection pot) 18,HH013200 Cannula iv  (winged with injection pot) 18,Each,200,197.56098,39512.196,District Hospital,North,Chitipa DHO,September-23
HH027300,Catheter Foley's retention 30cc FG 16,HH027300 Catheter Foley's retention 30cc FG 16,Each,200,394.23202,78846.404,District Hospital,North,Chitipa DHO,September-23
HH027600,Catheter Foley's retention 30cc FG 18,HH027600 Catheter Foley's retention 30cc FG 18,Each,200,768.29268,153658.536,District Hospital,North,Chitipa DHO,September-23
HH075601,Giving set iv administration + needle 15 drops/ml,HH075601 Giving set iv administration + needle 15 drops/ml,Each,1500,188.05971,282089.565,District Hospital,North,Chitipa DHO,September-23
HH077400,Glove disposable powdered latex large,HH077400 Glove disposable powdered latex large,100,5,2421.5979,12107.9895,District Hospital,North,Chitipa DHO,September-23
HH080700,Glove surgeon's size 7Ã¯Â¿Â½ sterile,HH080700 Glove surgeon's size 7Ã¯Â¿Â½ sterile,Each,3000,725.60976,2176829.28,District Hospital,North,Chitipa DHO,September-23
HH081000,Glove surgeon's size 8 sterile,HH081000 Glove surgeon's size 8 sterile,Each,3000,417.07317,1251219.51,District Hospital,North,Chitipa DHO,September-23
HH108600,Needle spinal disposable luer 25G,HH108600 Needle spinal disposable luer 25G,Each,1000,284.92272,284922.72,District Hospital,North,Chitipa DHO,September-23
HH124200,"Scalpel blade size 21 (individually wrapped),Carbon steel","HH124200 Scalpel blade size 21 (individually wrapped),Carbon steel",100,10,2874.28429,28742.8429,District Hospital,North,Chitipa DHO,September-23
HH149400,"Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne","HH149400 Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne",Each,2000,131.70732,263414.64,District Hospital,North,Chitipa DHO,September-23
HH150000,"Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne","HH150000 Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne",Each,5000,195.36584,976829.2,District Hospital,North,Chitipa DHO,September-23
HH148800,"Syringe,10ml, disposable, hypoluer with 21g needle","HH148800 Syringe,10ml, disposable, hypoluer with 21g needle",Each,5000,275.03463,1375173.15,District Hospital,North,Chitipa DHO,September-23
HH174600,"Tube, feeding CH 6","HH174600 Tube, feeding CH 6",Each,50,263.41463,13170.7315,District Hospital,North,Chitipa DHO,September-23
HH174900,"Tube, feeding CH 8","HH174900 Tube, feeding CH 8",Each,50,163.26296,8163.148,District Hospital,North,Chitipa DHO,September-23
HH176100,nasogatric tubes(stomach tubes) CH 16,HH176100 nasogatric tubes(stomach tubes) CH 16,Each,100,1139.39539,113939.539,District Hospital,North,Chitipa DHO,September-23
MM038700,"Bottle ,Blood Collecting Plain Plastic  Vacuatainer, 5ml","MM038700 Bottle ,Blood Collecting Plain Plastic  Vacuatainer, 5ml",100,10,13932.43266,139324.3266,District Hospital,North,Chitipa DHO,September-23
MM040200,"Bottle ,Blood Collecting Vacuated, 4ml With EDTA K3 Tubes","MM040200 Bottle ,Blood Collecting Vacuated, 4ml With EDTA K3 Tubes",100,10,19268.29268,192682.9268,District Hospital,North,Chitipa DHO,September-23
MM190500,Pippette Disposable 3ml 1000 per Pack,MM190500 Pippette Disposable 3ml 1000 per Pack,Each,2000,0,0,District Hospital,North,Chitipa DHO,September-23
MM174500,Urine Dipsticks  (SD Urocolor strips-urinalysis),MM174500 Urine Dipsticks  (SD Urocolor strips-urinalysis),50,3,0,0,District Hospital,North,Chitipa DHO,September-23
NN009000,"Barium sulphate for suspension, 95%, w/w 300g","NN009000 Barium sulphate for suspension, 95%, w/w 300g",300,1,14136.12195,14136.12195,District Hospital,North,Chitipa DHO,September-23
NN050700,"Ultrasound  Jel, 5L","NN050700 Ultrasound  Jel, 5L",5,1,11925.6319,11925.6319,District Hospital,North,Chitipa DHO,September-23
PP046500,"Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml","PP046500 Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml",50,20,37865.85366,757317.0732,District Hospital,North,Chitipa DHO,September-23
PP053400,"Needle, disposable dental, 27g long sharewood","PP053400 Needle, disposable dental, 27g long sharewood",100,10,351.21951,3512.1951,District Hospital,North,Chitipa DHO,September-23
MM215400,Transfusion Set Blood Administration + Pump + Needle (With I,MM215400 Transfusion Set Blood Administration + Pump + Needle (With I,Each,3000,485.49765,1456492.95,District Hospital,North,Chitipa DHO,September-23
AA002700,Aminophylline 100mg,AA002700 Aminophylline 100mg,1000,137,5235.37071,717245.7873,Health Centres,North,Chitipa HCs,September-23
AA003300,Amitriptyline 25mg,AA003300 Amitriptyline 25mg,100,5,798.06522,3990.3261,Health Centres,North,Chitipa HCs,September-23
AA004200,Amoxycillin 250mg dispersible tablets,AA004200 Amoxycillin 250mg dispersible tablets,1000,15,39402.43902,591036.5853,Health Centres,North,Chitipa HCs,September-23
AA005100,Amoxycillin 250mg capsules/tablets,AA005100 Amoxycillin 250mg capsules/tablets,1000,150,0,0,Health Centres,North,Chitipa HCs,September-23
AA007200,Aspirin 300mg,AA007200 Aspirin 300mg,1000,28,8310.45526,232692.7473,Health Centres,North,Chitipa HCs,September-23
AA008701,Azithromycin 250mg,AA008701 Azithromycin 250mg,6,21,683.31707,14349.65847,Health Centres,North,Chitipa HCs,September-23
AA012600,Carbamazepine 200mg,AA012600 Carbamazepine 200mg,1000,2,49548.78049,99097.56098,Health Centres,North,Chitipa HCs,September-23
AA015600,Ciprofloxacin 250mg,AA015600 Ciprofloxacin 250mg,100,50,3096.28049,154814.0245,Health Centres,North,Chitipa HCs,September-23
AA018600,Cotrimoxazole 480mg,AA018600 Cotrimoxazole 480mg,1000,36,20713.4751,745685.1036,Health Centres,North,Chitipa HCs,September-23
AA021000,Diclofenac sodium 50mg,AA021000 Diclofenac sodium 50mg,1000,6,943.78296,5662.69776,Health Centres,North,Chitipa HCs,September-23
AA022500,Doxycycline 100mg,AA022500 Doxycycline 100mg,1000,6,30320.09444,181920.5666,Health Centres,North,Chitipa HCs,September-23
AA025200,"Ferrous sulphate 200mg / folic acid 250 micrograms, coated","AA025200 Ferrous sulphate 200mg / folic acid 250 micrograms, coated",1000,29,17560.97561,509268.2927,Health Centres,North,Chitipa HCs,September-23
AA028200,Frusemide 40mg,AA028200 Frusemide 40mg,1000,3,17012.19512,51036.58536,Health Centres,North,Chitipa HCs,September-23
AA028800,Glibenclamide 5mg,AA028800 Glibenclamide 5mg,1000,13,3871.09606,50324.24878,Health Centres,North,Chitipa HCs,September-23
AA029700,Griseofulvin 250mg,AA029700 Griseofulvin 250mg,100,10,45552.0109,455520.109,Health Centres,North,Chitipa HCs,September-23
AA030900,Hydrochlorothiazide 25mg,AA030900 Hydrochlorothiazide 25mg,1000,28,6299.32927,176381.2196,Health Centres,North,Chitipa HCs,September-23
AA032400,Ibuprofen 200mg,AA032400 Ibuprofen 200mg,1000,57,12278.35366,699866.1586,Health Centres,North,Chitipa HCs,September-23
AA033600,Indomethacin 25mg,AA033600 Indomethacin 25mg,1000,31,6114.92773,189562.7596,Health Centres,North,Chitipa HCs,September-23
AA040800,Magnesium trisilicate compound 250mg,AA040800 Magnesium trisilicate compound 250mg,1000,35,6288.25921,220089.0724,Health Centres,North,Chitipa HCs,September-23
