No.,Description,Base Unit of Measure,Unit Cost,Unit Price
HH007500,Bag ambu resucsitation disposable paediatrics,EACH,0,0
HH007800,"BAG, COLOSTOMY, pre-cut 25-64mm, closed, adhesive",10,5215.04596,6359.81215
HH008100,"Bags urine drainage,2,000ml,with outlet,Each",EACH,540.74422,659.44417
HH008400,"Basic orthopeadic instrument set,Set",SET,0,0
HH008700,Basic Pediatric Surgical Instrument Set,SET,0,0
HH008710,"Surgical lights, Berchtold LED FGeneration",EACH,0,0
HH009000,"Bicarbonate bags, 650g",EACH,0,0
HH009300,Bicarbonate cartridges for dialysis,EACH,0,0
HH009600,Bilateral Tubal Ligation set,SET,0,0
HH009620,Biopsy Forceps Straight,EACH,0,0
HH009624,Bipolar Cable With Macre Forceps,EACH,0,0
HH009628,Bipolar Diathemy Leads,EACH,0,0
HH009632,Bipolar Forcep (Gk 760)R,EACH,0,0
HH009636,Bipolar Forcep Micro (Gk76412),EACH,0,0
HH009640,"Bipolar Forcep, Long Macro Gk 77)R",EACH,0,0
HH009644,"Bipolar Forcep, Long Macro Gk 773)",EACH,0,0
HH009648,"Bipolar Forcep, Medium Micro (Gk7699)",EACH,0,0
HH009652,Blood Warmer,EACH,0,0
HH009656,Blue Plastic Bowl,EACH,0,0
HH009660,Blue Titunium Ring Forcep,EACH,0,0
HH009664,Bone Nibblers; Semb And Thorkildson,EACH,0,0
HH009668,Bone Wax,EACH,0,0
HH009670,Bone Nibblers; Semb And Thorkildson small,EACH,0,0
HH009672,Bongie,EACH,0,0
HH009688,Brain Spatulous,EACH,0,0
HH009690,Brain Tumour ultrasonic aspirator,EACH,0,0
HH009691,Brain Tumour ultrasonic aspirator tubing,EACH,0,0
HH009692,Bugby Wires For Flexible Neuroendoscopes,EACH,0,0
HH009693,Brain retractor system Doro-retractor blades,EACH,0,0
HH009696,C- Arm Image Intensifier,EACH,0,0
HH009700,Ceasarian Sets (spec as attached),EACH,0,0
HH009704,"Central Venous Catheter, Adult",EACH,5180,6317.07317
HH009706,"Central Venous Catheter, Paeds",EACH,5180,6317.07317
HH009708,Cheattle Forcep,EACH,4851.4096,5916.35317
HH009710,Adult Central Venous Catheterization Kit,EACH,26850,32743.90244
HH009711,Paeds Central Venous Catheterization Kit,EACH,26850,32743.90244
HH009712,Cheattle Forcep Holder,EACH,0,0
HH009716,Cidex Containers,EACH,0,0
HH009720,Cranial Pins autoclavable pediatric,EACH,0,0
HH009724,Craniotomies,EACH,0,0
HH009728,Craniotomy Instruments Sets,EACH,0,0
HH009730,Cranio Maxillary kit,KIT,0,0
HH009732,Ct Scan,EACH,0,0
HH009733,Cerclage wire 1.2mm 18g,EACH,0,0
HH009734,Cerclage wire 1.5mm 17g,EACH,0,0
HH009735,Cerclage wire 1mm 19g,EACH,0,0
HH009736,Dandy Canula,EACH,0,0
HH009744,"Defibrillators, Biphasic Or Triphasic-Pacing",EACH,5690000,6939024.39
HH009750,Automated External defibrator,EACH,0,0
HH009768,Digital Weighing Scale (Heavy Duty),EACH,0,0
HH009769,Dissecting Scissors,EACH,0,0
HH009776,Disposable Drape Packs For Back Up,EACH,0,0
HH009784,Double Bed Steps,EACH,0,0
HH009788,Double Ended Periosteal Elevator,EACH,0,0
HH009792,Dura Hook,EACH,0,0
HH009796,Dura Substitutes,EACH,0,0
HH009800,Ecg Dots For Use With Defibrillator,EACH,136.85,166.89024
HH009808,Electric Highspeed Neurosurgical Drill,EACH,0,0
HH009812,Endotracheal Tube Cuff Pressure Manumeter,EACH,0,0
HH009816,Endotracheal Tube Introducer / Stylet,EACH,0,0
HH009820,Episiotomy Sets,EACH,0,0
HH009828,External Ventricular Drainage Bags,EACH,0,0
HH009832,Fb Forceps 2286 H,EACH,0,0
HH009840,Fiberoptic Flexible Laryngoscope,EACH,0,0
HH009848,Flexible Neuroendoscopes,EACH,0,0
HH009860,Gloves Gynacological Elbow Length Medium,EACH,0,0
HH009864,Hair Dippers,EACH,0,0
HH009868,Hair Removal Machine Dipper (Cardinal Health),EACH,0,0
HH009876,Head Blocks,EACH,0,0
HH009884,Infants Diapers,EACH,0,0
HH009896,Intercostaldrain Insertion Sets,EACH,0,0
HH009898,Intubating Laryngeal Mask Ilma 3,EACH,0,0
HH009900,Blood lines for Fresenius Dialysis machines,EACH,0,0
HH009904,Intubating Laryngeal Mask Ilma 4,EACH,0,0
HH009908,Intubating Laryngeal Mask Ilma 5,EACH,0,0
HH009916,J-Voc Low Pressure Suction Drains,EACH,0,0
HH009980,Elastic Bands,EACH,0,0
HH010200,Blood lines for Nipro Dialysis machines,EACH,0,0
HH010201,Cardiotocography paper,EACH,0,0
HH010210,Cardiotocography Paper,EACH,22765.04,27762.2439
HH010260,Body bag,EACH,0,0
HH010270,"Body bag,infection control,adult",EACH,32000,39024.39024
HH010280,"Body bag,infection control,child",EACH,28000,34146.34146
HH010400,Dialysis Machine,EACH,0,0
HH010500,Bone Marrow Biopsy Needle,EACH,0,0
HH010800,"Bone Marrow Biopsy set,Set",SET,0,0
HH011100,"Bone marrow needle Jamshid,Each",EACH,8449.89,10304.7439
HH011101,"Bone marrow needle Jamshid, 13G, 15cm long",EACH,0,0
HH011102,"Bone marrow needle Jamshid, 14G, 15cm long",EACH,0,0
HH011103,"Bone marrow needle Jamshid, 11G, 15cm long",EACH,0,0
HH011104,"Bone marrow needle Jamshid, 11G, 10cm long",EACH,0,0
HH011400,Bougies (urethral),SET,0,0
HH011700,"Bouggies Airway,Each",EACH,0,0
HH011701,Brush For Fadhesive Container,EACH,0,0
HH012000,Buckles/Encircling bands with Waste Sleeves,EACH,0,0
HH012300,"Bull?s lamp,Each",EACH,0,0
HH012600,Burr hole Surgery set,SET,0,0
HH012900,"Cannula iv (winged with injection pot),16G,Each",EACH,270,329.26829
HH013200,"Cannula iv (winged with injection pot),18G,Each",EACH,162,197.56098
HH013500,"Cannula iv (winged with injection pot),20G,Each",EACH,163.31496,199.16459
HH013675,Neurosurgical Patties Medium Size,EACH,0,0
HH013800,"Cannula iv (winged with injection pot),22G,Each",EACH,252,307.31707
HH014100,"Cannula iv (winged with injection pot),24G,Each",EACH,156.7818,191.19732
HH014400,"Cannula iv (winged with injection pot),14G,Each",EACH,0,0
HH014700,"Cannula IV 3 Lumen Central Line,Each",EACH,0,0
HH015000,Cannula tracheotomy Fullers FG 17,EACH,0,0
HH015300,Cannula tracheotomy Fullers FG 24,EACH,0,0
HH015600,Cannula tracheotomy Fullers FG 4,EACH,0,0
HH015900,Cannula tracheotomy Fullers FG 5,EACH,0,0
HH016200,Cannula tracheotomy Fullers FG 6,EACH,0,0
HH016500,Cannula tracheotomy Fullers FG 7,EACH,0,0
HH016800,Cannula tracheotomy Fullers FG 8,EACH,0,0
HH017100,Cannula tracheotomy Fullers FG 9,EACH,0,0
HH017400,"Cannula, Hysterosalpingography (HSG)",EACH,0,0
HH017700,"Cannula, Irrigating Vectis, three ports",EACH,4033.0552,4918.36
HH018000,"Cannula, Liposuction, 5mm",EACH,0,0
HH018300,"Cannula, intra Uterine -Stilette Chrome Plate",EACH,0,0
HH018600,"Cannula, Viscoelastic Aspirating 22G",EACH,2634.8805,3213.2689
HH018900,"Cannula, Visco elastic 22G",EACH,0,0
HH019200,Capinometer (for measuring end tidal CO2),EACH,0,0
HH019500,Cataract Set For five Operations(23 items),SET,0,0
HH019800,"Catheter Condom,Each",EACH,270,329.26829
HH019850,"Catheter Condom, Medium",EACH,248.62962,303.20685
HH020100,"Catheter disposable female FG,14,Each",EACH,0,0
HH020400,"Catheter disposable female FG,16,Each",EACH,0,0
HH020700,"Catheter Foleys + urine bag,(2000ml),10g,Each",EACH,0,0
HH021000,"Catheter Foleys + urine bag,(2000ml),12g,Each",EACH,0,0
HH021300,"Catheter Foleys + urine bag,(2000ml),14g,Each",EACH,672.88,820.58537
HH021600,"Catheter Foleys + urine bag,(2000ml),16g,Each",EACH,1.34,1.63415
HH021900,"Catheter Foleys + urine bag,(2000ml),18g,Each",EACH,1.34,1.63415
HH022200,"Catheter Foleys retention 10-20cc,FG,18,2,way,Each",EACH,0,0
HH022500,"Catheter Foleys retention,10-20cc,FG,20,2,way,Each",EACH,0,0
HH022800,"Catheter Foleys retention,10cc,FG,8,Each",EACH,0,0
HH023100,"Catheter Foleys retention,10cc,FG,10,Each",EACH,273.20617,333.17826
HH023400,"Catheter Foleys retention,10cc,FG,12,Each",EACH,2647.14495,3228.22555
HH023700,"Catheter Foleys retention,10cc,FG,14,Each",EACH,196.69,239.86585
HH024000,"Catheter Foleys retention,10cc,FG,16,Each",EACH,457.55609,557.99523
HH024300,"Catheter Foleys retention,10cc,FG,18,Each",EACH,348.48926,424.9869
HH024600,"Catheter Foleys retention,10cc,FG,6,Each",EACH,249.01006,303.6708
HH024900,"Catheter Foleys retention,10cc,FG,8,Each",EACH,293.11223,357.45394
HH025200,"Catheter Foleys retention,20-30cc,FG,20,3,way,Each",EACH,219.385,267.54268
HH025500,"Catheter Foleys retention,20-30cc,FG,22,3,way,Each",EACH,258.81607,315.62935
HH025550,"Catheter Foleys retention 30 - 50cc FG 22, 3way",EACH,0,0
HH025551,"Catheter Foleys retention 30 - 50cc FG 24,3way",EACH,0,0
HH025800,"Catheter Foleys retention,20-30cc,FG,24,3,way,Each",EACH,404.92746,493.81398
HH026100,"Catheter Foleys retention 20-30cc FG 26, 3way",EACH,0,0
HH026400,"Catheter Foleys retention,20-30cc,FG,28,3,way,Each",EACH,0,0
HH026700,"Catheter Foleys retention,20-30cc,FG,30,3,way,Each",EACH,0.9,1.09756
HH026750,"Catheter Foleys retention 20-50cc FG 22, 3way",EACH,0,0
HH027000,"Catheter Foleys retention,30cc,FG,14,Each",EACH,630,768.29268
HH027300,"Catheter Foleys retention,30cc,FG,16,Each",EACH,323.27026,394.23202
HH027600,"Catheter Foleys retention,30cc,FG,18,Each",EACH,630,768.29268
HH027900,"Catheter Foleys retention,30cc,FG,20,Each",EACH,404.525,493.32317
HH028200,"Catheter Foleys retention,30cc,FG,22,Each",EACH,217.37906,265.09641
HH028500,"Catheter Foleys retention,30cc,FG,24,Each",EACH,250,304.87805
HH028800,Catheter Foleys retention 30cc FG 26,EACH,0,0
HH029100,Catheter Foleys retention 30cc FG 28,EACH,0,0
HH029400,"Catheter Foleys retention 3-5cc FG 10,2way",EACH,600,731.70732
HH029700,"Catheter Foleys retention 3-5cc FG 12, 2way",EACH,460,560.97561
HH030000,"Catheter Foleys retention 3-5cc FG 8, 2way",EACH,323.2,394.14634
HH030300,Catheter Foleys retention 5-10cc FG 14 2way,EACH,0,0
HH030600,"Catheter Foleys retention,5-10cc,FG,16,2,way,Each",EACH,378.25,461.28049
HH030900,Catheter Foleys retention 5cc FG 10,EACH,204.52632,249.42234
HH031200,Catheter Foleys retention 5cc FG 12,EACH,0,0
HH031500,"Catheter Foleys retention,5cc,FG,16,Each",EACH,0,0
HH031800,"Catheter Foleys retention,5cc,FG,18,Each",EACH,0,0
HH032100,"Catheter Foleys retention,5cc,FG,20,Each",EACH,0,0
HH032160,Oxygen Cylinder Pressure Gauges,EACH,0,0
HH032180,Oxygen Splitter,EACH,0,0
HH032400,Catheter Foleys retention 5cc FG 22,EACH,0,0
HH032700,"Catheter Foleys retention,5cc,FG,8,Each",EACH,218.82,266.85366
HH033000,Catheter Foleys suction 53cm FG 10,EACH,0,0
HH033300,"Catheter Foleys suction,53cm,FG,14,Each",EACH,0,0
HH033600,Catheter Foleys suction 53cm FG 16,EACH,75.85522,92.50637
HH033900,"Catheter Foleys suction,53cm,FG,18,Each",EACH,0,0
HH034200,"Catheter, Ureteric, FG 10",EACH,0,0
HH034470,Oxygen Transport Cylinders,EACH,0,0
HH034500,"Catheter, Ureteric, FG 6",EACH,0,0
HH034800,"Catheter, Ureteric, FG 8",EACH,0,0
HH035100,"Cawthorne cerumen probe,Each",EACH,0,0
HH035400,"Central lines three way channel,Each",EACH,37657.39814,45923.65627
HH035401,Central lines three way channel pediatric,EACH,0,0
HH035700,"Chest drainage set,(disposable),Each",EACH,25000,30487.80488
HH036000,Chest drainage set including tube& re-usable,EACH,134552.12,164087.9512
HH036300,"Chest Drainage Without Introducers,Each",EACH,216515.25,264042.9878
HH036600,Chevalier Jackson laryngoscope,EACH,0,0
HH036780,Paper Clips,SET,0,0
HH036900,Claes Scleral depressor,EACH,0,0
HH037200,"Clamps, crushing (Payr), lever action, 100mm",EACH,0,0
HH037500,"Clamps, crushing (Payr), lever action 150mm",EACH,0,0
HH037800,"Clamps, crushing (Payr), lever action, 60mm",EACH,0,0
HH038100,"Clamps, intestinal (Doyen), curved (230mm)",EACH,0,0
HH038400,"Clamps, intestinal (Doyen), straight (230mm)",EACH,0,0
HH038700,Clar 55 inches headlight,EACH,0,0
HH039000,"Clips umbilical cord polythene,Each",EACH,25.33677,30.8985
HH039300,Coin holding forceps,EACH,0,0
HH039600,"Cole neonatal tube PVC,size,2.5mm,Each",EACH,0,0
HH039601,"Conical Sanding Arbor, Diam. 24/36 Mm",EACH,0,0
HH039900,"Connecting line, male/female luer lock, 150cm",SET,327.55722,399.46002
HH040200,Connecting tube corrugated 9cm,EACH,0,0
HH040500,Connection polythene straight assorted,36,0,0
HH040800,Connection polythene tapering extra small,EACH,0,0
HH041100,Connection polythene tapering large,EACH,0,0
HH041400,Connection polythene tapering medium,EACH,0,0
HH041440,Patient Transplant Trolleys With Side Rails,EACH,0,0
HH041700,Connection polythene tapering small,EACH,0,0
HH042000,Critical Care(CC) set,EACH,0,0
HH042300,Crocodile forceps 8.5cm Extra Fine,EACH,0,0
HH042600,"Currette short blunt, large,Each",EACH,0,0
HH042900,"Currette short blunt,small,Each",EACH,969.3,1182.07317
HH043200,"Currette, uterine, rigid, shank, sharp size 1small",EACH,2144.07,2614.71951
HH043500,"Currette, uterine, rigid, shank, sharp size 5med",EACH,2144.07,2614.71951
HH043800,"Currette, uterine, rigid, shank, sharp size 9large",EACH,0,0
HH043900,"Bone marrow needle Jamshid,16G",EACH,0,0
HH044100,Cyto Brush (Pap smear),EACH,0,0
HH044400,"Delivery set,Each",EACH,73542,89685.36585
HH044700,Delivery surgical instrument set,EACH,0,0
HH045000,"Dental unit complete system (Belmont),Each",EACH,63255750,77141158.54
HH045300,"Diagnostic set spare bulb (Gowlands),Each",EACH,100989,123157.3171
HH045600,"Diagnostic set, with metal battery handle",EACH,0,0
HH045900,Diathermy machine,EACH,1580000,1926829.268
HH046020,Peep Valve,EACH,0,0
HH046021,Valve silicon,EACH,17851.96,21770.68293
HH046200,"Diathermy pads,leads, pens",SET,0,0
HH046500,"Dilator Hagars set,Set",SET,1043.4,1272.43902
HH046800,Disinfectant Test Strips-Gluteraldehyde 2%),EACH,0,0
HH047100,Disinfectant Trays (Gluteraldehyde 2%),EACH,0,0
HH047150,Disposable gowns,EACH,0,0
HH047160,Disposable gowns large,EACH,2512.47,3063.9878
HH047170,Disposable gowns Small,EACH,0,0
HH047190,Hot air gun with 100 °C to 550 °C (200-1000 °F),EACH,424513.135,517698.9451
HH047400,"Drill, Battery Operated",EACH,0,0
HH047700,Drip stand wheeled adjustable,EACH,108597.5609,132436.0499
HH047750,HOHL Uterine manipulator,EACH,0,0
HH047800,"Trocar, size 11mm blunt tip",EACH,0,0
HH047850,"Trocar, size 6mm, blunt tip",EACH,0,0
HH047900,Ternamian endorphin cannula 11mm,EACH,0,0
HH047950,"""Suction and irrigation tube, 36cm, size5mm""",EACH,0,0
HH048000,Dynamic Hipscrew (DHS) set,SET,0,0
HH048300,"Ear moulds,Each",EACH,0,0
HH048330,Periosteal Elevators,EACH,0,0
HH048600,ECG electrodes adhensive for 3 rigg machine,100,4600.44,5610.29268
HH048650,ECG electrodes mc,EACH,0,0
HH048900,"ECG paper for printing,Roll",ROLL,0,0
HH048901,Elbow adult Terra Colour,EACH,137171.16,167281.9024
HH048902,Hand Man Terra Right,EACH,36625.31,44665.0122
HH048903,Hand Woman/Child Terra Left,EACH,36625.31,44665.0122
HH048904,Hand Woman/Child Terra Right,EACH,36625.30667,44665.00813
HH048905,Hand Man Terra Left,EACH,43918.45,53559.08537
HH048950,"ECG Ultra Sound Jelly,Each",EACH,0,0
HH049200,Electric blanket adult,EACH,0,0
HH049500,Electric blanket paediatric,EACH,0,0
HH049800,Electric Dermatome,EACH,0,0
HH050100,"Electric Suction Machine,Each",EACH,375600,458048.7805
HH050150,"Electric Infusion pump-more modes,1-1200ml/hr",EACH,0,0
HH050400,Endo gripping forceps 1286BT,EACH,0,0
HH050640,Pituitary Instrument,EACH,0,0
HH050700,Endoillumination probe 3269B [Set of 6] 20G,SET,0,0
HH051000,EndoLaser probe Disposable 23G,EACH,0,0
HH051300,Endotracheal PVC tube 15mm adaptor 2.5mm,EACH,0,0
HH051600,Endotracheal PVC tube 15mm adaptor size 3.5mm,EACH,0,0
HH051900,"Endotracheal PVC tube,15mm,adaptor, size 3mm,Each",EACH,6334.26,7724.70732
HH052200,Endotracheal PVC tube 15mm adaptor size 4.5mm,EACH,0,0
HH052500,Endotracheal PVC tube 15mm adaptor 4mm,EACH,0,0
HH052800,Endotracheal PVC tube 15mm adaptor size 5.5mm,EACH,4715.55,5750.67073
HH052950,Plastic Foetal Scope,EACH,0,0
HH053100,"Endotracheal PVC tube,15mm,adaptor,size 5mm,Each",EACH,742.5,905.4878
HH053400,Endotracheal PVC tube 15mm adaptor 6.5mm,EACH,0,0
HH053700,"Endotracheal PVC tube,15mm,adaptor,size 6mm,Each",EACH,0,0
HH054000,Endotracheal PVC tube 15mm adaptor 7.5mm,EACH,0,0
HH054300,"Endotracheal PVC tube,15mm,adaptor,size 7mm,Each",EACH,520,634.14634
HH054600,"Endotracheal PVC tube,15mm,adaptor,size 8.5mm,Each",EACH,0,0
HH054900,"Endotracheal tube cleaning brush,Each",EACH,0,0
HH055200,Esophagoscope,EACH,0,0
HH055201,"Eva Foam 12mm x 1.10m x 1.10m, 1.21m2, 750.00",EACH,77673.36056,94723.61044
HH055202,"Eva Foam 3mm x 0.95m x 95m, 0.90m2, Terra",EACH,22084.77475,26932.65213
HH055203,"Eva Foam 6mm x 0.95m x 95m, 0.90m2, Terra",EACH,40498.718,49388.68049
HH055260,Pressure Fluid Infuser,EACH,0,0
HH055500,Forceps Foreign Body 2286H,EACH,0,0
HH055800,Fiberoptic bronchoscope,EACH,0,0
HH056100,Fiberoptic hypopharyngoscope,EACH,0,0
HH056400,"Surgical instrument set, Ultra fine",EACH,0,0
HH056700,Fisons Retractor 10.8mmx20.0mm,EACH,0,0
HH057000,Flute Handle for Retinal Surgery,EACH,0,0
HH057100,Disecting Forceps Non - toothed 10.5cm,EACH,0,0
HH057200,Disecting Forceps Non - toothed 18cm,EACH,0,0
HH057300,Flute Needlesfor Retinal Surgery,EACH,0,0
HH057301,Foot Left Size 26 Terra,EACH,35739.354,43584.57805
HH057302,Foot Right Size 26 Terra,EACH,35739.35412,43584.5782
HH057303,Foot Left Size 25 Terra,EACH,44253.24947,53967.3774
HH057304,Foot Right Size 25 Terra,EACH,44253.24913,53967.37699
HH057305,Foot Left Size 27 Terra,EACH,44253.24933,53967.37723
HH057306,Foot Right Size 27 Terra,EACH,44248.94,53962.12195
HH057307,Foot Left Size 23 Terra,EACH,44253.24909,53967.37694
HH057308,Foot Right Size 23 Terra,EACH,44253.24905,53967.37689
HH057309,Foot Left Size 22 Terra,EACH,44253.24929,53967.37718
HH057310,Foot Right Size 22 Terra,EACH,44253.25,53967.37805
HH057311,Foot Left Size 21 Terra,EACH,34410.42417,41963.93191
HH057312,Foot Right Size 21 Terra,EACH,34410.42538,41963.93339
HH057313,Foot Left Size 20 Terra,EACH,34410.42571,41963.93379
HH057314,Foot Right Size 20 Terra,EACH,34410.42571,41963.93379
HH057315,Foot Left Size 19 Terra,EACH,34410.425,41963.93293
HH057316,Foot Right Size 19 Terra,EACH,40124.825,48932.71341
HH057317,Foot Left Size 18 Terra,EACH,38708.28,47205.21951
HH057318,Foot right Size 18 Terra,EACH,38708.28,47205.21951
HH057319,Foot Left Size 17 Terra,EACH,40857.21,49825.86585
HH057320,Foot Right Size 17 Terra,EACH,40857.21,49825.86585
HH057321,Foot Left Size 16 Terra,EACH,0,0
HH057322,Foot Right Size 16 Terra,EACH,0,0
HH057323,Foot Left Size 24 Terra,EACH,35739.35409,43584.57816
HH057324,Foot Right Size 24 Terra,EACH,35739.354,43584.57805
HH057325,Foot Left Size 15 Terra,EACH,0,0
HH057326,Foot Right Size 15 Terra,EACH,0,0
HH057327,Foot Left Size 14 Terra,EACH,0,0
HH057328,Foot Right Size 14 Terra,EACH,0,0
HH057330,Foot adult right size terra brown,EACH,44253.2475,53967.375
HH057331,Foot LEFT Size 28 Terra Brown,EACH,44253.24923,53967.37711
HH057400,Disecting Forceps Non - toothed 20cm,EACH,0,0
HH057570,Programmable Ventriculaperiteneal,EACH,0,0
HH057600,Forcep Lucs,EACH,0,0
HH057900,Forceps artery curved (SW) 13cm,PAIR,0,0
HH058100,Disecting Forceps toothed 20cm,EACH,0,0
HH058200,Forceps artery curved (SW) 18cm,PAIR,0,0
HH058300,Disecting Forceps toothed 10.5cm,EACH,0,0
HH058400,Disecting Forceps Non - toothed 24cm,EACH,0,0
HH058500,Forceps artery curved (SW) 30cm,PAIR,0,0
HH058600,Disecting Forceps toothed 24cm,EACH,0,0
HH058700,Scissors Curved 10cm,EACH,0,0
HH058800,Forceps artery Kochers 13cm,PAIR,0,0
HH058900,Scissors Curved 11cm,EACH,0,0
HH059100,Forceps artery Kochers 18cm,PAIR,0,0
HH059150,Kocher Forcep S/S 20Cm,EACH,0,0
HH059200,Scissors Curved 15cm,EACH,0,0
HH059300,Scissors Curved 21cm,EACH,0,0
HH059400,Forceps artery straight (SW) 13cm,PAIR,1930.28853,2354.0104
HH059500,Scissors Curved 24cm,EACH,0,0
HH059600,"Forceps, Artery, Straight,16cm",EACH,0,0
HH059700,Forceps aural dressing,PAIR,0,0
HH059800,"Forceps Artery, Straight,19cm",EACH,0,0
HH059900,"Forceps Artery, Curved,19cm",EACH,0,0
HH060000,Forceps bonneys 7 inches 1x2 teeth,PAIR,0,0
HH060300,Forceps bowl Harrisons 25cm,PAIR,0,0
HH060600,Forceps cervical biopsy punch (Gellhorms),PAIR,0,0
HH060700,cervical biopsy punch,EACH,132504.19,161590.4756
HH060900,Forceps dissecting plain 13cm,PAIR,0,0
HH061200,Forceps dissecting plain 18cm,PAIR,0,0
HH061500,Forceps dissecting toothed 13cm,PAIR,0,0
HH061800,Forceps dissecting toothed 18cm,PAIR,0,0
HH062100,"Forceps dressing (Adsons)serrated,delicate",PAIR,1555.93,1897.47561
HH062400,Forceps foreign body (Chevalier Jackson),PAIR,0,0
HH062700,Forceps hysterectomy (Gwilliams) 1/2teeth,PAIR,0,0
HH063000,"Forceps hysterectomy (Gwilliams), 1/2 teeth",PAIR,0,0
HH063300,"Forceps hysterectomy (Heaneys), double tooth",PAIR,0,0
HH063600,"Forceps hysterectomy (Heaneys), single tooth,",PAIR,0,0
HH063900,Forceps intestinal tissue hold (Babcock)24cm,PAIR,0,0
HH064200,Forceps intestinal tissue hold (Babcocks) lock,PAIR,0,0
HH064500,Forceps intestinal tissue-holding (165mm),EACH,0,0
HH064800,"Forceps mosquito straight,Pair",PAIR,0,0
HH065100,Forceps needle holder (Mayos) straight,PAIR,0,0
HH065200,"Forceps Artery, Curved,16cm",EACH,0,0
HH065300,"Forceps Artery, Curved,13cm",EACH,0,0
HH065400,Forceps needle holder 18cm (Mayos),PAIR,2774.331,3383.33049
HH065700,"Forceps nickel suture extracting,Pair",PAIR,804,980.4878
HH066000,"Forceps obstetric (Kielland-Luikarts), 400mm",PAIR,0,0
